customer_id,age,gender,region,total_orders,avg_order_value,days_since_last_purchase,loyalty_score,complaints,payment_type,tenure_months,is_promo_user,churn
CUST001009,55,Male,Urban,6,60.63,10,0.88,0,Credit Card,10,0,0
CUST001010,39,Female,Suburban,6,53.77,27,1.0,0,Credit Card,22,0,0
CUST001011,58,Male,Urban,5,72.1,44,0.87,0,Bank Transfer,8,0,0
CUST001012,46,Male,Suburban,5,57.72,18,0.54,1,Credit Card,60,0,0
CUST001013,65,Male,Urban,9,57.35,29,0.63,0,PayPal,22,0,0
CUST001014,38,Female,Rural,10,40.78,37,0.61,0,PayPal,9,0,1
CUST001015,62,Male,Urban,9,26.3,97,0.95,0,PayPal,51,0,0
CUST001016,46,Male,Urban,6,45.99,5,1.0,0,Credit Card,1,0,1
CUST001017,38,Male,Rural,3,40.81,178,0.75,0,PayPal,22,0,0
CUST001018,40,Female,Urban,7,42.34,14,0.75,0,Credit Card,18,0,0
CUST001019,41,Female,Suburban,8,67.2,38,1.0,0,Apple Pay,5,0,0
CUST001020,49,Female,Suburban,4,36.83,25,0.67,0,Credit Card,54,0,1
CUST001021,50,Female,Rural,8,43.46,20,0.56,0,Credit Card,13,1,0
CUST001022,39,Female,Rural,9,41.87,35,0.86,0,Credit Card,11,0,0
CUST001023,44,Male,Rural,6,51.94,15,0.87,0,Bank Transfer,34,0,0
CUST001024,66,Female,Urban,9,81.62,4,1.0,0,Credit Card,22,0,0
CUST001025,62,Female,Rural,9,51.1,20,0.91,0,Credit Card,9,0,0
CUST001026,49,Other,Suburban,3,10.0,22,0.66,0,Credit Card,13,1,0
CUST001027,45,Female,Suburban,9,73.88,6,0.96,0,Credit Card,49,0,0
CUST001028,46,Male,Urban,8,96.66,82,0.93,0,PayPal,16,0,0
CUST001029,51,Male,Suburban,7,40.36,7,0.81,0,Credit Card,60,0,0
CUST001030,34,Female,Rural,4,43.79,15,0.61,0,PayPal,8,0,0
CUST001031,42,Female,Rural,8,25.75,5,0.75,0,Bank Transfer,14,0,0
CUST001032,28,Female,Urban,4,13.24,23,1.0,0,Apple Pay,10,0,0
CUST001033,48,Female,Urban,4,42.27,11,0.47,1,Credit Card,32,1,0
CUST001034,51,Female,Urban,9,47.04,20,0.91,0,Credit Card,60,0,0
CUST001035,40,Male,Rural,6,34.32,7,0.75,0,Bank Transfer,21,0,0
CUST001036,60,Female,Suburban,11,30.82,1,0.7,0,Bank Transfer,23,1,1
CUST001037,32,Male,Suburban,8,35.33,45,0.75,0,Credit Card,14,0,0
CUST001038,30,Male,Urban,5,59.74,30,0.85,0,PayPal,5,1,0
CUST001039,47,Male,Urban,6,41.51,12,0.94,1,Bank Transfer,16,0,0
CUST001040,55,Female,Suburban,5,60.87,1,0.61,0,Credit Card,27,1,0
CUST001041,61,Male,Rural,12,50.91,60,1.0,0,Bank Transfer,12,0,0
CUST001042,40,Male,Suburban,5,97.61,5,0.58,1,Credit Card,5,0,0
CUST001043,55,Female,Urban,10,87.02,80,0.47,0,Credit Card,1,1,0
CUST001044,44,Male,Suburban,6,54.86,19,0.55,0,Credit Card,56,0,0
CUST001045,43,Female,Urban,4,45.11,12,1.0,0,Credit Card,14,0,0
CUST001046,53,Female,Rural,4,44.7,40,0.51,0,Credit Card,26,0,0
CUST001047,51,Female,Urban,7,67.84,62,0.56,0,Bank Transfer,41,0,0
CUST001048,29,Female,Suburban,8,39.73,13,0.63,0,PayPal,47,0,0
CUST001049,59,Male,Urban,8,78.81,15,0.94,0,Bank Transfer,12,0,0
CUST001050,58,Female,Suburban,9,22.04,17,0.92,0,PayPal,26,0,0
CUST001051,38,Male,Suburban,4,45.11,76,0.56,0,Credit Card,28,1,0
CUST001052,48,Female,Suburban,7,61.12,35,0.44,0,Credit Card,37,0,0
CUST001053,49,Male,Urban,10,53.1,8,1.0,0,Bank Transfer,28,0,0
CUST001054,47,Female,Urban,6,55.04,6,1.0,0,PayPal,24,0,0
CUST001055,39,Male,Urban,6,56.69,7,1.0,0,Credit Card,8,0,0
CUST001056,38,Male,Suburban,2,33.29,9,0.56,1,Apple Pay,32,0,0
CUST001057,44,Male,Urban,7,88.17,7,0.6,0,Credit Card,19,1,0
CUST001058,56,Male,Suburban,9,29.64,32,1.0,0,Bank Transfer,52,0,0
CUST001059,50,Female,Rural,5,45.09,3,0.68,0,Bank Transfer,32,0,0
CUST001060,41,Male,Rural,7,46.62,14,0.67,0,Credit Card,2,0,0
CUST001061,52,Female,Urban,7,37.23,29,0.65,1,Credit Card,8,0,0
CUST001062,18,Other,Suburban,5,51.46,10,1.0,0,Apple Pay,14,0,0
CUST001063,56,Female,Urban,9,38.17,2,0.74,0,Credit Card,19,0,0
CUST001064,27,Male,Suburban,6,77.82,2,0.68,1,Credit Card,60,0,0
CUST001065,41,Male,Rural,8,21.78,4,0.91,0,Credit Card,35,0,0
CUST001066,33,Female,Urban,7,44.31,54,0.86,0,PayPal,11,0,0
CUST001067,32,Male,Urban,6,30.62,32,0.74,0,Bank Transfer,35,0,0
CUST001068,56,Male,Rural,9,18.28,2,0.75,0,Bank Transfer,23,0,0
CUST001069,40,Female,Rural,7,65.46,14,1.0,0,Bank Transfer,36,0,0
CUST001070,48,Female,Urban,7,73.03,9,1.0,0,Bank Transfer,15,0,0
CUST001071,44,Female,Suburban,12,52.81,25,0.98,0,Credit Card,60,0,0
CUST001072,49,Male,Urban,6,44.24,22,0.56,0,Bank Transfer,56,0,0
CUST001073,45,Female,Urban,10,81.78,19,0.79,1,Credit Card,31,1,0
CUST001074,32,Male,Rural,7,26.81,11,1.0,0,Credit Card,14,0,0
CUST001075,54,Male,Rural,6,52.7,4,0.55,0,Bank Transfer,35,1,0
CUST001076,40,Female,Suburban,6,32.55,40,0.61,0,Credit Card,5,0,0
CUST001077,29,Male,Urban,4,44.53,63,0.88,0,Apple Pay,59,0,0
CUST001078,40,Male,Rural,7,52.13,86,0.97,0,Credit Card,50,0,1
CUST001079,60,Male,Urban,5,80.73,1,0.83,0,Bank Transfer,28,0,0
CUST001080,53,Female,Urban,4,74.34,40,1.0,0,Credit Card,8,1,0
CUST001081,41,Female,Suburban,10,29.01,38,0.67,0,Credit Card,15,1,0
CUST001082,41,Female,Urban,2,49.28,88,1.0,0,Credit Card,2,1,0
CUST001083,41,Female,Suburban,4,53.14,8,0.87,0,Credit Card,17,1,1
CUST001084,65,Male,Suburban,7,33.01,40,1.0,0,Credit Card,8,0,0
CUST001085,48,Male,Urban,5,92.9,1,1.0,0,Bank Transfer,3,1,0
CUST001086,49,Male,Urban,4,10.0,29,0.57,1,PayPal,14,0,1
CUST001087,55,Male,Urban,8,41.31,12,1.0,0,Credit Card,15,0,0
CUST001088,47,Female,Urban,4,47.77,43,0.9,0,Credit Card,6,0,0
CUST001089,42,Female,Suburban,8,10.0,59,0.83,0,Credit Card,25,0,0
CUST001090,43,Male,Rural,12,17.66,13,1.0,0,Credit Card,40,0,0
CUST001091,44,Male,Urban,3,75.01,22,0.59,0,PayPal,26,0,0
CUST001092,44,Male,Urban,4,60.73,3,0.96,0,Credit Card,19,0,0
CUST001093,52,Male,Suburban,6,81.46,16,1.0,0,Bank Transfer,20,0,0
CUST001094,45,Female,Rural,6,64.72,13,0.6,0,Credit Card,16,0,0
CUST001095,52,Male,Urban,10,70.39,6,1.0,0,PayPal,13,0,0
CUST001096,44,Male,Urban,8,67.52,67,0.6,0,PayPal,26,0,0
CUST001097,45,Female,Suburban,4,51.32,4,0.51,0,Credit Card,27,0,0
CUST001098,25,Male,Urban,6,10.0,30,0.89,0,Apple Pay,20,0,0
CUST001099,54,Female,Urban,10,26.53,66,0.4,0,PayPal,14,0,1
CUST001100,48,Male,Suburban,10,52.01,72,1.0,0,PayPal,8,0,0
CUST001101,54,Female,Suburban,4,62.32,47,0.63,0,Credit Card,4,0,0
CUST001102,18,Other,Suburban,5,55.79,5,0.78,0,Apple Pay,8,0,0
CUST001103,65,Female,Suburban,7,32.15,51,0.85,1,PayPal,14,0,0
CUST001104,43,Male,Suburban,5,68.75,9,0.79,0,Credit Card,15,0,0
CUST001105,56,Female,Urban,11,95.58,76,0.76,0,Credit Card,60,0,0
CUST001106,34,Male,Urban,4,82.51,37,0.95,0,Credit Card,37,0,0
CUST001107,51,Male,Urban,9,83.75,46,0.49,1,Credit Card,26,0,0
CUST001108,34,Male,Urban,3,46.58,2,1.0,0,Apple Pay,31,0,0
CUST001109,38,Male,Suburban,2,71.52,26,0.5,1,Credit Card,60,1,0
CUST001110,64,Female,Rural,8,42.33,51,0.98,0,Bank Transfer,11,0,0
CUST001111,43,Female,Rural,6,48.18,59,1.0,0,Credit Card,60,0,0
CUST001112,47,Female,Suburban,6,57.31,1,1.0,0,Credit Card,1,0,0
CUST001113,53,Female,Urban,6,57.08,83,0.55,1,Apple Pay,16,0,0
CUST001114,49,Female,Urban,5,39.36,1,0.45,0,Credit Card,7,0,0
CUST001115,46,Male,Rural,2,38.69,28,0.72,2,PayPal,3,0,0
CUST001116,48,Male,Suburban,4,69.74,35,0.49,1,Bank Transfer,50,1,1
CUST001117,69,Female,Suburban,7,41.17,3,0.96,0,Bank Transfer,16,0,0
CUST001118,44,Male,Suburban,6,67.87,1,0.6,0,Bank Transfer,14,0,0
CUST001119,47,Female,Suburban,4,64.74,46,0.51,0,Bank Transfer,16,0,0
CUST001120,55,Male,Rural,8,35.22,14,0.63,0,PayPal,22,0,0
CUST001121,56,Male,Urban,8,93.33,3,0.72,1,Credit Card,9,0,0
CUST001122,56,Male,Suburban,4,42.89,43,0.4,1,Bank Transfer,3,1,0
CUST001123,51,Male,Rural,10,64.15,56,0.5,1,Apple Pay,19,0,0
CUST001124,33,Male,Urban,7,70.42,26,0.97,0,PayPal,22,0,0
CUST001125,61,Female,Suburban,4,49.68,5,0.74,0,Credit Card,53,0,0
CUST001126,33,Male,Urban,10,38.69,1,0.89,0,PayPal,18,0,0
CUST001127,48,Female,Rural,5,38.59,36,0.88,1,PayPal,21,0,0
CUST001128,37,Male,Urban,10,55.11,23,0.61,1,Credit Card,8,0,0
CUST001129,44,Male,Suburban,6,24.83,31,1.0,0,Bank Transfer,8,1,1
CUST001130,48,Male,Urban,5,54.78,50,0.94,0,PayPal,26,0,0
CUST001131,48,Female,Suburban,9,33.92,17,1.0,0,PayPal,34,1,1
CUST001132,49,Male,Urban,7,74.06,3,0.63,0,Credit Card,42,0,0
CUST001133,61,Female,Urban,9,91.35,84,0.8,0,Credit Card,25,0,0
CUST001134,49,Male,Suburban,5,25.46,23,1.0,0,PayPal,9,1,0
CUST001135,42,Female,Rural,8,67.4,28,1.0,0,PayPal,4,0,0
CUST001136,54,Male,Urban,7,56.91,81,0.94,0,Credit Card,7,0,0
CUST001137,56,Female,Urban,11,36.6,80,0.66,0,Credit Card,25,0,0
CUST001138,32,Female,Suburban,8,65.16,25,1.0,0,PayPal,5,1,0
CUST001139,50,Female,Suburban,5,41.07,10,1.0,0,Credit Card,7,0,0
CUST001140,52,Male,Rural,7,38.69,175,0.64,1,Apple Pay,10,1,0
CUST001141,42,Male,Urban,10,50.3,34,0.94,0,Bank Transfer,29,0,0
CUST001142,58,Male,Suburban,8,33.67,15,1.0,0,Bank Transfer,48,0,0
CUST001143,43,Female,Urban,8,77.38,24,0.58,0,PayPal,20,0,0
CUST001144,46,Female,Urban,6,53.13,16,0.68,0,PayPal,23,1,0
CUST001145,43,Female,Suburban,8,21.27,65,0.84,0,Credit Card,19,0,0
CUST001146,45,Male,Suburban,8,61.02,19,1.0,0,Bank Transfer,17,0,0
CUST001147,34,Male,Suburban,6,25.89,52,0.53,0,PayPal,27,0,0
CUST001148,30,Male,Urban,6,32.32,55,1.0,0,Bank Transfer,17,0,0
CUST001149,60,Other,Urban,7,88.62,52,1.0,0,Credit Card,58,0,0
CUST001150,36,Female,Urban,5,31.29,38,1.0,0,Credit Card,22,0,0
CUST001151,35,Female,Rural,8,10.0,57,1.0,0,Credit Card,24,0,0
CUST001152,23,Male,Urban,7,74.95,14,1.0,0,Apple Pay,19,0,0
CUST001153,38,Female,Urban,6,52.71,3,0.93,0,Credit Card,35,1,0
CUST001154,31,Female,Urban,4,54.78,55,0.84,0,Credit Card,10,0,0
CUST001155,61,Male,Suburban,6,43.71,20,1.0,0,Bank Transfer,8,0,0
CUST001156,55,Female,Urban,5,65.56,4,0.83,0,PayPal,32,1,0
CUST001157,38,Female,Rural,3,27.96,3,1.0,0,Credit Card,22,0,0
CUST001158,67,Female,Urban,9,95.43,5,0.61,0,Credit Card,32,0,0
CUST001159,54,Female,Rural,5,16.38,41,0.4,0,Credit Card,15,1,1
CUST001160,41,Male,Urban,4,70.68,37,0.72,0,PayPal,21,0,0
CUST001161,20,Male,Suburban,11,62.84,6,1.0,0,Bank Transfer,13,0,0
CUST001162,67,Other,Rural,7,27.85,56,0.56,0,Credit Card,18,0,0
CUST001163,31,Male,Urban,11,35.43,9,0.78,0,Apple Pay,4,0,0
CUST001164,28,Female,Rural,8,56.27,47,0.92,0,Credit Card,2,0,0
CUST001165,55,Female,Suburban,5,30.18,20,1.0,0,Credit Card,5,0,0
CUST001166,69,Female,Rural,11,30.29,39,0.78,0,Apple Pay,34,0,0
CUST001167,58,Other,Suburban,8,67.75,14,1.0,0,Credit Card,34,0,0
CUST001168,50,Male,Urban,5,60.83,12,1.0,0,Bank Transfer,60,0,0
CUST001169,50,Male,Urban,7,16.87,55,0.79,1,Bank Transfer,32,0,0
CUST001170,53,Male,Urban,8,101.93,1,1.0,0,Credit Card,14,0,0
CUST001171,52,Male,Urban,7,47.28,110,0.54,0,Credit Card,19,0,0
CUST001172,47,Male,Urban,7,50.33,31,0.59,0,PayPal,1,1,0
CUST001173,46,Male,Urban,4,66.14,16,1.0,0,Bank Transfer,14,0,0
CUST001174,44,Female,Urban,8,75.0,29,0.93,0,Credit Card,21,0,0
CUST001175,37,Female,Suburban,6,89.22,3,0.84,0,Credit Card,39,0,0
CUST001176,42,Male,Urban,5,20.16,21,0.75,0,Credit Card,20,1,0
CUST001177,28,Male,Urban,7,79.82,126,0.56,0,PayPal,7,0,0
CUST001178,44,Female,Suburban,7,64.86,8,0.72,1,Credit Card,38,0,0
CUST001179,35,Male,Urban,7,56.71,38,0.4,1,Credit Card,13,0,0
CUST001180,33,Male,Urban,7,78.89,17,0.78,0,Apple Pay,9,0,0
CUST001181,46,Male,Urban,8,82.42,31,1.0,0,Credit Card,18,1,0
CUST001182,58,Female,Rural,6,17.89,6,0.64,1,Credit Card,12,1,0
CUST001183,54,Male,Rural,7,68.0,19,1.0,0,PayPal,21,0,0
CUST001184,29,Other,Urban,4,22.59,117,0.85,0,Apple Pay,31,0,1
CUST001185,35,Male,Suburban,9,27.29,6,0.5,1,Credit Card,14,0,0
CUST001186,54,Female,Suburban,5,44.76,30,0.4,0,Credit Card,14,1,0
CUST001187,35,Male,Suburban,3,88.5,25,0.42,0,Credit Card,31,0,0
CUST001188,42,Male,Suburban,2,43.83,24,1.0,0,Credit Card,31,0,0
CUST001189,50,Female,Suburban,9,49.36,28,1.0,0,PayPal,23,1,0
CUST001190,35,Female,Urban,4,94.37,20,0.58,0,PayPal,17,1,0
CUST001191,46,Female,Urban,4,52.79,1,1.0,0,PayPal,44,1,0
CUST001192,31,Female,Suburban,5,26.43,69,0.94,0,PayPal,10,0,0
CUST001193,38,Female,Rural,7,33.32,52,0.81,0,Bank Transfer,31,0,0
CUST001194,48,Female,Suburban,4,77.42,5,1.0,0,PayPal,10,0,0
CUST001195,29,Female,Rural,7,41.13,15,0.62,0,Apple Pay,21,0,0
CUST001196,49,Male,Rural,6,70.89,44,0.88,0,Credit Card,6,0,0
CUST001197,44,Male,Urban,12,77.71,117,0.37,1,Bank Transfer,21,0,0
CUST001198,50,Male,Suburban,10,37.1,90,0.84,0,Credit Card,46,0,0
CUST001199,47,Female,Suburban,8,51.02,68,0.91,0,Credit Card,36,0,0
CUST001200,58,Male,Rural,10,26.35,5,0.64,0,Bank Transfer,2,0,1
CUST001201,46,Male,Rural,5,29.31,73,0.72,0,Credit Card,45,0,1
CUST001202,40,Female,Suburban,5,139.58,63,0.87,0,PayPal,12,0,0
CUST001203,46,Female,Urban,10,84.45,14,1.0,0,Bank Transfer,27,0,0
CUST001204,50,Female,Suburban,7,67.22,15,0.87,0,Bank Transfer,19,1,0
CUST001205,45,Male,Urban,6,45.04,18,0.95,0,PayPal,11,0,0
CUST001206,45,Female,Suburban,6,81.39,32,0.54,0,Credit Card,25,0,0
CUST001207,37,Male,Rural,6,57.59,9,0.76,0,Credit Card,12,0,0
CUST001208,38,Male,Urban,6,105.16,1,0.42,2,Bank Transfer,32,1,0
CUST001209,30,Male,Suburban,4,86.66,4,0.59,0,PayPal,12,0,0
CUST001210,62,Male,Urban,6,24.5,17,0.63,1,Bank Transfer,10,1,0
CUST001211,32,Male,Urban,7,33.36,9,1.0,0,Credit Card,33,0,0
CUST001212,38,Female,Urban,9,35.91,43,1.0,0,Credit Card,60,0,0
CUST001213,37,Male,Suburban,6,31.12,3,0.88,1,Credit Card,39,0,0
CUST001214,53,Female,Rural,7,45.18,74,0.45,0,PayPal,35,1,0
CUST001215,42,Female,Rural,4,30.93,67,0.93,0,Credit Card,19,0,0
CUST001216,57,Male,Urban,8,109.74,71,0.37,0,Credit Card,31,0,1
CUST001217,38,Female,Rural,6,70.47,40,0.75,0,Credit Card,14,0,0
CUST001218,47,Male,Suburban,12,49.87,3,0.73,0,Credit Card,51,0,0
CUST001219,36,Female,Urban,5,106.93,17,0.92,0,Credit Card,3,1,0
CUST001220,66,Male,Urban,7,95.72,4,0.49,0,Credit Card,19,0,1
CUST001221,33,Male,Urban,10,49.18,131,0.73,0,Bank Transfer,15,0,0
CUST001222,48,Male,Rural,7,10.0,12,0.84,0,Credit Card,19,0,0
CUST001223,51,Female,Suburban,6,45.64,26,0.84,0,Credit Card,11,0,0
CUST001224,49,Female,Suburban,4,37.11,45,0.86,0,Apple Pay,22,0,0
CUST001225,43,Male,Urban,6,64.96,76,0.71,0,Credit Card,11,0,0
CUST001226,43,Female,Suburban,6,51.78,42,0.48,0,Bank Transfer,13,0,0
CUST001227,45,Female,Urban,7,61.51,33,0.88,0,Credit Card,28,1,1
CUST001228,43,Female,Urban,4,72.57,18,0.66,0,Credit Card,60,0,0
CUST001229,54,Female,Suburban,10,25.75,27,1.0,0,Credit Card,13,0,0
CUST001230,67,Female,Urban,6,69.87,2,0.91,0,PayPal,25,1,0
CUST001231,39,Female,Rural,6,32.97,64,0.9,0,PayPal,43,0,0
CUST001232,31,Female,Urban,5,64.8,23,0.82,0,Credit Card,26,0,0
CUST001233,44,Male,Suburban,7,69.15,1,1.0,0,Bank Transfer,17,0,0
CUST001234,70,Male,Urban,11,30.61,75,0.62,0,Credit Card,16,0,0
CUST001235,36,Male,Suburban,7,44.37,20,0.84,0,Credit Card,45,0,1
CUST001236,61,Female,Urban,10,57.16,60,0.67,2,PayPal,2,0,0
CUST001237,61,Female,Urban,6,47.66,58,0.41,0,Bank Transfer,22,0,0
CUST001238,39,Male,Rural,9,54.4,50,1.0,0,Credit Card,15,0,0
CUST001239,50,Female,Urban,5,42.71,1,1.0,0,Credit Card,4,0,0
CUST001240,61,Male,Rural,9,31.11,8,1.0,0,Bank Transfer,20,0,0
CUST001241,41,Male,Rural,7,28.64,62,0.72,0,Apple Pay,12,1,0
CUST001242,42,Other,Urban,7,86.21,68,0.74,0,Credit Card,7,0,0
CUST001243,39,Male,Urban,4,48.18,18,1.0,0,Bank Transfer,49,0,0
CUST001244,34,Male,Suburban,2,59.2,17,0.77,1,PayPal,9,0,0
CUST001245,38,Female,Rural,7,71.61,5,1.0,0,Bank Transfer,7,0,0
CUST001246,32,Female,Rural,6,38.8,103,0.62,1,PayPal,5,1,0
CUST001247,45,Male,Suburban,4,72.24,7,0.53,0,Bank Transfer,24,0,0
CUST001248,37,Female,Suburban,5,83.43,6,0.78,1,Bank Transfer,26,1,0
CUST001249,47,Female,Urban,12,84.65,32,0.96,0,Credit Card,60,0,0
CUST001250,29,Male,Rural,3,39.73,8,0.89,0,Credit Card,15,0,0
CUST001251,48,Male,Rural,13,50.27,83,0.73,0,PayPal,13,0,0
CUST001252,53,Female,Urban,4,29.1,1,1.0,0,Credit Card,6,1,0
CUST001253,25,Male,Urban,3,41.28,1,0.65,0,PayPal,28,0,0
CUST001254,48,Female,Urban,5,45.49,21,1.0,0,Apple Pay,5,1,0
CUST001255,57,Female,Urban,5,113.77,20,0.63,0,Credit Card,11,0,0
CUST001256,32,Other,Rural,4,27.0,5,0.57,0,PayPal,23,0,0
CUST001257,61,Male,Urban,9,40.14,20,1.0,0,Credit Card,12,0,0
CUST001258,49,Other,Urban,8,34.95,15,0.9,0,PayPal,12,0,0
CUST001259,37,Male,Urban,8,73.44,66,1.0,0,Credit Card,10,0,0
CUST001260,44,Male,Rural,5,42.28,1,0.88,0,Credit Card,51,0,0
CUST001261,50,Male,Suburban,7,71.74,112,0.91,0,Bank Transfer,11,1,0
CUST001262,45,Male,Urban,4,76.11,29,0.63,0,Bank Transfer,28,0,1
CUST001263,50,Female,Urban,7,26.87,4,0.63,0,Bank Transfer,10,0,0
CUST001264,35,Male,Rural,5,27.08,1,0.74,0,Bank Transfer,13,1,0
CUST001265,46,Male,Rural,3,61.85,23,0.4,2,Credit Card,20,1,0
CUST001266,30,Female,Urban,3,55.12,8,0.95,0,Bank Transfer,47,0,0
CUST001267,43,Male,Urban,5,88.5,10,0.71,0,Credit Card,2,0,0
CUST001268,35,Female,Urban,9,56.41,8,0.91,0,Credit Card,44,0,0
CUST001269,37,Male,Urban,11,36.78,31,1.0,0,Credit Card,9,0,0
CUST001270,57,Female,Suburban,7,43.93,24,0.67,0,Credit Card,22,0,0
CUST001271,55,Female,Rural,7,24.51,2,0.96,0,Credit Card,18,0,0
CUST001272,51,Male,Suburban,8,38.69,22,0.9,0,Credit Card,6,0,0
CUST001273,34,Male,Rural,4,43.21,46,0.66,0,PayPal,12,0,0
CUST001274,41,Male,Urban,12,72.28,2,0.99,0,Credit Card,18,0,0
CUST001275,57,Female,Suburban,8,18.2,66,0.66,0,Bank Transfer,5,0,0
CUST001276,46,Male,Suburban,7,49.65,25,1.0,0,PayPal,37,0,0
CUST001277,68,Male,Urban,7,45.92,90,0.4,2,Bank Transfer,20,0,1
CUST001278,48,Male,Urban,9,44.44,4,0.92,1,Credit Card,12,0,0
CUST001279,46,Male,Suburban,4,52.65,151,0.31,1,PayPal,14,0,1
CUST001280,41,Female,Urban,6,46.79,31,1.0,0,PayPal,37,0,0
CUST001281,46,Female,Urban,6,93.17,25,1.0,0,Apple Pay,43,0,0
CUST001282,43,Male,Suburban,8,73.76,21,1.0,0,Credit Card,9,0,0
CUST001283,52,Male,Rural,6,58.91,1,0.42,0,Credit Card,6,1,1
CUST001284,54,Female,Suburban,7,40.1,84,0.99,0,Credit Card,30,0,0
CUST001285,37,Female,Rural,4,24.6,30,0.74,1,Credit Card,7,0,0
CUST001286,31,Male,Urban,6,61.97,2,1.0,0,PayPal,26,0,0
CUST001287,26,Male,Suburban,6,46.99,1,0.93,0,Apple Pay,8,0,0
CUST001288,50,Male,Suburban,5,37.82,1,0.76,0,Credit Card,8,0,0
CUST001289,33,Female,Rural,8,21.19,28,1.0,0,Credit Card,4,0,0
CUST001290,23,Male,Urban,4,59.0,28,1.0,0,Credit Card,60,0,0
CUST001291,48,Female,Suburban,4,41.92,20,0.85,0,Credit Card,44,0,0
CUST001292,69,Female,Suburban,16,63.77,10,1.0,0,Bank Transfer,15,0,0
CUST001293,44,Female,Urban,6,75.96,22,0.83,0,Bank Transfer,22,0,0
CUST001294,53,Male,Urban,4,86.42,21,1.0,0,Credit Card,22,0,0
CUST001295,45,Male,Urban,9,29.78,1,1.0,0,Credit Card,60,0,0
CUST001296,44,Male,Urban,3,69.63,9,0.89,0,Bank Transfer,25,0,0
CUST001297,54,Male,Rural,2,28.36,1,0.63,0,Credit Card,35,1,0
CUST001298,42,Female,Urban,4,30.71,69,0.72,0,PayPal,48,0,0
CUST001299,47,Other,Urban,12,49.71,38,0.93,0,Bank Transfer,9,0,0
CUST001300,48,Female,Suburban,4,71.37,166,0.67,0,PayPal,10,1,1
CUST001301,38,Female,Urban,10,51.06,10,1.0,0,Credit Card,43,0,0
CUST001302,54,Male,Suburban,5,81.31,63,0.82,0,Credit Card,14,0,0
CUST001303,43,Male,Urban,8,73.17,27,0.99,0,Bank Transfer,8,0,0
CUST001304,37,Male,Rural,6,33.69,18,0.9,0,Credit Card,21,0,0
CUST001305,50,Female,Rural,5,58.56,7,0.75,0,Credit Card,42,0,0
CUST001306,36,Female,Rural,9,47.13,40,0.78,1,Bank Transfer,60,0,0
CUST001307,45,Female,Urban,6,37.62,70,0.52,0,Bank Transfer,55,0,0
CUST001308,44,Male,Suburban,7,87.18,8,0.77,0,Credit Card,1,0,0
CUST001309,55,Male,Urban,6,66.23,5,0.8,0,Credit Card,15,0,0
CUST001310,49,Female,Urban,6,60.45,35,0.36,1,PayPal,6,0,1
CUST001311,44,Male,Urban,5,39.47,113,0.52,1,Credit Card,9,0,1
CUST001312,53,Female,Suburban,7,73.59,41,1.0,0,Credit Card,22,0,0
CUST001313,58,Female,Suburban,6,60.35,10,0.98,0,Bank Transfer,21,0,0
CUST001314,50,Female,Suburban,9,62.58,16,0.52,0,Credit Card,1,0,0
CUST001315,45,Male,Urban,4,47.82,14,0.81,1,Credit Card,9,0,0
CUST001316,31,Male,Urban,8,80.02,57,1.0,0,PayPal,58,0,0
CUST001317,34,Male,Suburban,5,68.24,44,0.53,1,PayPal,5,0,0
CUST001318,41,Male,Urban,4,43.95,26,1.0,0,Bank Transfer,43,0,0
CUST001319,38,Male,Suburban,4,21.66,9,1.0,0,Bank Transfer,12,0,0
CUST001320,43,Female,Urban,10,73.95,83,0.57,0,PayPal,19,1,0
CUST001321,45,Female,Rural,12,14.83,31,0.8,0,PayPal,46,0,0
CUST001322,50,Male,Suburban,7,53.04,105,0.39,1,PayPal,16,0,0
CUST001323,44,Male,Urban,10,49.27,26,0.6,0,Credit Card,60,0,0
CUST001324,49,Male,Urban,3,89.25,51,0.86,0,Credit Card,4,0,0
CUST001325,45,Male,Suburban,8,42.14,50,0.9,0,PayPal,37,0,0
CUST001326,25,Female,Rural,2,57.72,12,1.0,0,Credit Card,33,0,0
CUST001327,35,Male,Urban,5,47.66,99,0.46,0,Credit Card,56,1,0
CUST001328,43,Male,Urban,6,84.0,1,0.74,0,Credit Card,29,0,0
CUST001329,32,Male,Rural,9,72.97,43,1.0,0,PayPal,17,0,0
CUST001330,50,Female,Suburban,9,28.64,101,1.0,0,Credit Card,9,0,0
CUST001331,60,Female,Urban,7,67.01,12,1.0,0,Bank Transfer,14,0,0
CUST001332,57,Male,Suburban,10,104.98,31,0.93,0,Credit Card,4,1,0
CUST001333,42,Female,Urban,6,61.6,24,0.68,0,Bank Transfer,35,1,0
CUST001334,59,Female,Suburban,10,51.24,43,0.79,0,Credit Card,19,0,0
CUST001335,46,Female,Urban,5,78.92,60,1.0,0,PayPal,17,0,0
CUST001336,41,Male,Rural,5,40.66,27,0.73,0,Credit Card,14,0,0
CUST001337,38,Female,Suburban,9,15.86,50,0.58,1,Credit Card,32,0,1
CUST001338,41,Female,Suburban,8,72.65,11,1.0,0,Bank Transfer,16,0,0
CUST001339,41,Female,Suburban,3,10.0,7,0.5,0,Credit Card,20,0,0
CUST001340,46,Female,Rural,4,33.33,16,1.0,0,Credit Card,20,0,0
CUST001341,46,Female,Rural,8,59.32,33,1.0,0,PayPal,29,0,0
CUST001342,45,Male,Suburban,10,42.87,6,1.0,0,Credit Card,28,0,0
